product_id,category,subcategory,brand,product_name,list_price,unit_cost
P0341,Home,Kitchen,AlpenCore,AlpenCore Kitchen Item 341,36.08,19.5
P0342,Home,Kitchen,Velora,Velora Kitchen Item 342,28.31,12.47
P0343,Home,Kitchen,MiraBelle,MiraBelle Kitchen Item 343,65.29,29.33
P0344,Sports,Yoga,Nordblick,Nordblick Yoga Item 344,55.94,25.49
P0345,Books,Fiction,VitaGlow,VitaGlow Fiction Item 345,32.06,13.49
P0346,Sports,Outdoor,Auralux,Auralux Outdoor Item 346,132.61,66.37
P0347,Home,Decor,HomeNest,HomeNest Decor Item 347,41.82,19.44
P0348,Electronics,Smart Home,PeakWay,PeakWay Smart Home Item 348,301.63,148.07
P0349,Fashion,Men,HomeNest,HomeNest Men Item 349,31.43,20.96
P0350,Fashion,Women,ComfyHaus,ComfyHaus Women Item 350,52.83,34.06
P0351,Fashion,Bags,MiraBelle,MiraBelle Bags Item 351,26.05,11.87
P0352,Electronics,Smartphones,GreenLeaf,GreenLeaf Smartphones Item 352,99.21,61.18
P0353,Beauty,Haircare,Auralux,Auralux Haircare Item 353,8.57,5.37
P0354,Sports,Fitness,Nordblick,Nordblick Fitness Item 354,34.95,17.61
P0355,Sports,Outdoor,AlpenCore,AlpenCore Outdoor Item 355,26.18,14.28
P0356,Electronics,Accessories,ComfyHaus,ComfyHaus Accessories Item 356,176.97,79.44
P0357,Fashion,Shoes,MiraBelle,MiraBelle Shoes Item 357,36.66,22.17
P0358,Beauty,Haircare,AlpenCore,AlpenCore Haircare Item 358,17.82,7.9
P0359,Home,Bedding,MiraBelle,MiraBelle Bedding Item 359,101.01,64.0
P0360,Sports,Yoga,TechNova,TechNova Yoga Item 360,75.34,40.15
P0361,Books,Business,MiraBelle,MiraBelle Business Item 361,11.01,5.13
P0362,Sports,Fitness,Nordblick,Nordblick Fitness Item 362,51.68,25.39
P0363,Books,Children,PeakWay,PeakWay Children Item 363,9.29,3.73
P0364,Electronics,Smartphones,PeakWay,PeakWay Smartphones Item 364,86.41,35.9
P0365,Home,Bedding,ComfyHaus,ComfyHaus Bedding Item 365,75.21,42.27
P0366,Home,Furniture,SwiftFit,SwiftFit Furniture Item 366,51.54,21.03
P0367,Books,Fiction,MiraBelle,MiraBelle Fiction Item 367,19.29,8.77
P0368,Fashion,Women,TechNova,TechNova Women Item 368,22.44,14.2
P0369,Electronics,Accessories,UrbanFox,UrbanFox Accessories Item 369,135.43,82.05
P0370,Home,Furniture,ComfyHaus,ComfyHaus Furniture Item 370,22.57,10.64
P0371,Home,Decor,MiraBelle,MiraBelle Decor Item 371,60.83,40.58
P0372,Beauty,Makeup,Velora,Velora Makeup Item 372,19.7,11.62
P0373,Fashion,Women,Nordblick,Nordblick Women Item 373,23.97,11.09
P0374,Sports,Cycling,Lumora,Lumora Cycling Item 374,19.41,9.23
P0375,Electronics,Audio,Auralux,Auralux Audio Item 375,71.55,43.69
P0376,Home,Furniture,Lumora,Lumora Furniture Item 376,63.96,38.38
P0377,Fashion,Shoes,Lumora,Lumora Shoes Item 377,37.67,15.41
P0378,Home,Furniture,Velora,Velora Furniture Item 378,53.54,27.91
P0379,Home,Kitchen,ComfyHaus,ComfyHaus Kitchen Item 379,71.08,30.59
P0380,Books,Business,Nordblick,Nordblick Business Item 380,16.21,10.28
P0381,Books,Children,Nordblick,Nordblick Children Item 381,23.68,14.48
P0382,Electronics,Audio,TechNova,TechNova Audio Item 382,85.43,39.97
P0383,Fashion,Women,UrbanFox,UrbanFox Women Item 383,59.04,26.46
P0384,Beauty,Haircare,AlpenCore,AlpenCore Haircare Item 384,15.73,8.25
P0385,Fashion,Men,PeakWay,PeakWay Men Item 385,45.62,18.54
P0386,Sports,Outdoor,ComfyHaus,ComfyHaus Outdoor Item 386,46.03,29.11
P0387,Beauty,Haircare,Nordblick,Nordblick Haircare Item 387,24.58,14.46
P0388,Books,Science,UrbanFox,UrbanFox Science Item 388,10.5,4.22
P0389,Fashion,Shoes,Bookora,Bookora Shoes Item 389,64.33,32.32
P0390,Sports,Yoga,UrbanFox,UrbanFox Yoga Item 390,27.99,14.6
P0391,Beauty,Fragrance,HomeNest,HomeNest Fragrance Item 391,12.23,6.18
P0392,Fashion,Women,Velora,Velora Women Item 392,36.17,16.65
P0393,Beauty,Skincare,SwiftFit,SwiftFit Skincare Item 393,38.41,25.38
P0394,Beauty,Haircare,MiraBelle,MiraBelle Haircare Item 394,22.82,14.72
P0395,Books,Fiction,PeakWay,PeakWay Fiction Item 395,15.46,6.09
P0396,Fashion,Men,ComfyHaus,ComfyHaus Men Item 396,51.67,20.81
P0397,Electronics,Accessories,ComfyHaus,ComfyHaus Accessories Item 397,55.42,24.6
P0398,Home,Decor,Velora,Velora Decor Item 398,30.88,18.28
P0399,Electronics,Smartphones,Velora,Velora Smartphones Item 399,28.83,14.18
P0400,Fashion,Men,PeakWay,PeakWay Men Item 400,29.94,15.17
P0401,Electronics,Accessories,SwiftFit,SwiftFit Accessories Item 401,30.01,18.52
P0402,Electronics,Accessories,VitaGlow,VitaGlow Accessories Item 402,26.47,12.61
P0403,Home,Kitchen,MiraBelle,MiraBelle Kitchen Item 403,65.72,29.25
P0404,Home,Decor,MiraBelle,MiraBelle Decor Item 404,46.86,27.37
P0405,Fashion,Shoes,Lumora,Lumora Shoes Item 405,43.19,26.79
P0406,Fashion,Women,TechNova,TechNova Women Item 406,31.98,13.34
P0407,Electronics,Audio,TechNova,TechNova Audio Item 407,65.35,41.78
P0408,Books,Science,Velora,Velora Science Item 408,22.93,11.42
P0409,Sports,Fitness,ComfyHaus,ComfyHaus Fitness Item 409,54.03,35.08
P0410,Fashion,Men,VitaGlow,VitaGlow Men Item 410,47.63,21.36
P0411,Home,Furniture,Bookora,Bookora Furniture Item 411,40.69,23.94
P0412,Electronics,Smart Home,Bookora,Bookora Smart Home Item 412,33.82,14.79
P0413,Fashion,Men,HomeNest,HomeNest Men Item 413,57.66,35.09
P0414,Fashion,Shoes,SwiftFit,SwiftFit Shoes Item 414,27.38,16.05
P0415,Books,Science,Lumora,Lumora Science Item 415,24.31,13.69
P0416,Fashion,Men,Auralux,Auralux Men Item 416,55.57,24.34
P0417,Fashion,Men,Lumora,Lumora Men Item 417,72.1,30.07
P0418,Electronics,Accessories,Auralux,Auralux Accessories Item 418,55.32,25.74
P0419,Sports,Cycling,Nordblick,Nordblick Cycling Item 419,23.28,14.09
P0420,Books,Fiction,Nordblick,Nordblick Fiction Item 420,11.65,6.34
P0421,Fashion,Women,Velora,Velora Women Item 421,27.93,17.79
P0422,Books,Business,ComfyHaus,ComfyHaus Business Item 422,14.44,8.34
P0423,Electronics,Accessories,AlpenCore,AlpenCore Accessories Item 423,23.08,13.65
P0424,Fashion,Bags,TechNova,TechNova Bags Item 424,29.72,12.34
P0425,Electronics,Accessories,UrbanFox,UrbanFox Accessories Item 425,59.63,33.61
P0426,Fashion,Bags,MiraBelle,MiraBelle Bags Item 426,60.11,34.32
P0427,Fashion,Shoes,GreenLeaf,GreenLeaf Shoes Item 427,64.68,31.09
P0428,Books,Children,Lumora,Lumora Children Item 428,31.42,14.41
P0429,Fashion,Women,PeakWay,PeakWay Women Item 429,34.5,16.17
P0430,Home,Kitchen,Velora,Velora Kitchen Item 430,48.69,27.22
P0431,Fashion,Bags,HomeNest,HomeNest Bags Item 431,77.35,32.21
P0432,Sports,Fitness,Bookora,Bookora Fitness Item 432,73.58,38.2
P0433,Electronics,Smartphones,UrbanFox,UrbanFox Smartphones Item 433,67.72,35.11
P0434,Fashion,Bags,Auralux,Auralux Bags Item 434,46.73,29.88
P0435,Home,Bedding,Lumora,Lumora Bedding Item 435,86.47,51.44
P0436,Electronics,Smart Home,AlpenCore,AlpenCore Smart Home Item 436,85.46,43.67
P0437,Home,Bedding,VitaGlow,VitaGlow Bedding Item 437,96.25,63.46
P0438,Electronics,Smartphones,AlpenCore,AlpenCore Smartphones Item 438,75.67,30.45
P0439,Electronics,Audio,AlpenCore,AlpenCore Audio Item 439,200.91,91.72
P0440,Fashion,Men,HomeNest,HomeNest Men Item 440,49.4,29.69
P0441,Electronics,Audio,AlpenCore,AlpenCore Audio Item 441,50.44,24.83
P0442,Books,Business,VitaGlow,VitaGlow Business Item 442,7.87,4.03
P0443,Fashion,Women,ComfyHaus,ComfyHaus Women Item 443,33.19,17.98
P0444,Books,Children,AlpenCore,AlpenCore Children Item 444,17.81,8.53
P0445,Books,Science,VitaGlow,VitaGlow Science Item 445,11.33,6.84
P0446,Sports,Outdoor,HomeNest,HomeNest Outdoor Item 446,36.46,14.88
P0447,Fashion,Bags,HomeNest,HomeNest Bags Item 447,80.92,38.2
P0448,Fashion,Men,GreenLeaf,GreenLeaf Men Item 448,70.93,42.63
P0449,Beauty,Makeup,VitaGlow,VitaGlow Makeup Item 449,11.4,7.28
P0450,Beauty,Haircare,Bookora,Bookora Haircare Item 450,27.25,12.81
P0451,Fashion,Women,PeakWay,PeakWay Women Item 451,42.63,18.92
P0452,Electronics,Accessories,TechNova,TechNova Accessories Item 452,66.24,41.87
P0453,Electronics,Accessories,Bookora,Bookora Accessories Item 453,86.43,50.94
P0454,Fashion,Bags,Lumora,Lumora Bags Item 454,52.73,24.77
P0455,Beauty,Skincare,Velora,Velora Skincare Item 455,15.31,6.56
P0456,Fashion,Shoes,AlpenCore,AlpenCore Shoes Item 456,51.45,23.87
P0457,Fashion,Women,MiraBelle,MiraBelle Women Item 457,44.16,29.99
P0458,Electronics,Smart Home,Velora,Velora Smart Home Item 458,115.73,76.19
P0459,Home,Bedding,GreenLeaf,GreenLeaf Bedding Item 459,60.29,32.64
P0460,Electronics,Smart Home,Lumora,Lumora Smart Home Item 460,161.72,62.34
P0461,Sports,Cycling,MiraBelle,MiraBelle Cycling Item 461,29.49,14.32
P0462,Fashion,Bags,Lumora,Lumora Bags Item 462,42.25,26.24
P0463,Sports,Yoga,HomeNest,HomeNest Yoga Item 463,37.58,19.21
P0464,Home,Bedding,PeakWay,PeakWay Bedding Item 464,36.05,17.57
P0465,Fashion,Women,SwiftFit,SwiftFit Women Item 465,45.15,24.26
P0466,Home,Furniture,SwiftFit,SwiftFit Furniture Item 466,93.07,41.3
P0467,Electronics,Smartphones,GreenLeaf,GreenLeaf Smartphones Item 467,44.69,22.08
P0468,Beauty,Fragrance,Lumora,Lumora Fragrance Item 468,22.34,8.79
P0469,Books,Fiction,MiraBelle,MiraBelle Fiction Item 469,9.03,4.26
P0470,Home,Decor,HomeNest,HomeNest Decor Item 470,29.06,18.91
P0471,Fashion,Women,UrbanFox,UrbanFox Women Item 471,56.12,27.14
P0472,Sports,Cycling,MiraBelle,MiraBelle Cycling Item 472,22.23,14.07
P0473,Home,Kitchen,UrbanFox,UrbanFox Kitchen Item 473,75.64,44.28
P0474,Fashion,Bags,UrbanFox,UrbanFox Bags Item 474,49.21,31.01
P0475,Sports,Cycling,UrbanFox,UrbanFox Cycling Item 475,50.78,23.64
P0476,Sports,Fitness,Lumora,Lumora Fitness Item 476,36.24,17.25
P0477,Sports,Yoga,HomeNest,HomeNest Yoga Item 477,45.44,26.3
P0478,Fashion,Women,SwiftFit,SwiftFit Women Item 478,32.17,19.12
P0479,Fashion,Women,MiraBelle,MiraBelle Women Item 479,56.13,30.47
P0480,Books,Science,Auralux,Auralux Science Item 480,16.17,7.99
P0481,Sports,Fitness,Lumora,Lumora Fitness Item 481,48.36,28.08
P0482,Electronics,Accessories,TechNova,TechNova Accessories Item 482,133.36,52.22
P0483,Fashion,Women,Velora,Velora Women Item 483,89.11,37.21
P0484,Books,Children,UrbanFox,UrbanFox Children Item 484,16.18,10.1
P0485,Books,Science,Velora,Velora Science Item 485,21.19,14.19
P0486,Home,Kitchen,GreenLeaf,GreenLeaf Kitchen Item 486,38.01,23.82
P0487,Fashion,Women,VitaGlow,VitaGlow Women Item 487,84.65,49.26
P0488,Electronics,Smart Home,PeakWay,PeakWay Smart Home Item 488,84.31,56.09
P0489,Beauty,Makeup,VitaGlow,VitaGlow Makeup Item 489,46.2,24.18
P0490,Electronics,Audio,GreenLeaf,GreenLeaf Audio Item 490,88.18,38.3
P0491,Electronics,Smart Home,VitaGlow,VitaGlow Smart Home Item 491,96.53,55.0
P0492,Electronics,Audio,TechNova,TechNova Audio Item 492,63.58,28.63
P0493,Electronics,Smart Home,PeakWay,PeakWay Smart Home Item 493,52.94,28.55
P0494,Books,Business,Nordblick,Nordblick Business Item 494,18.07,8.09
P0495,Electronics,Smartphones,MiraBelle,MiraBelle Smartphones Item 495,216.91,104.29
P0496,Fashion,Men,VitaGlow,VitaGlow Men Item 496,43.73,23.71
P0497,Home,Bedding,ComfyHaus,ComfyHaus Bedding Item 497,57.73,35.28
P0498,Electronics,Smart Home,Bookora,Bookora Smart Home Item 498,83.78,44.07
P0499,Sports,Yoga,Velora,Velora Yoga Item 499,83.55,40.63
P0500,Books,Fiction,Velora,Velora Fiction Item 500,13.3,7.69
